Date,Time,Timezone,Retailer,lastUserSessionId,store,Retailer StoreID,country,lastActiveUser,app version,Q1: How satisfied are you with the NewStore Associate App?,Q2: Can you tell us why?,Q2. Other (please specify) explain,Q3: How often do these issues occur?,"Q4: How would you rate the recent app's performance (e.g., speed, reliability)?",Q5: Where should we focus on improving the app?,Q5. Others (please specify) explain,"Q6: Any other thoughts, feedback, or ideas you have for us?"
2025-08-07,18:58:38,UTC,windsor,r3jbV57xiMeg0E6Aet4pj,100,windsor_100,,1589aaed070657999d4a3c62b53ba725,1.66.1 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,No
2025-08-07,19:04:24,UTC,footasylum,7pFJWVVS0QTjK0fK4QNvn,S0007,footasylum_S0007,,3a9f4ccb3a275117a022c91ec9b9edb9,1.67.0 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`It’s hard to find products.`",,,,,,
2025-08-07,19:07:13,UTC,vince,VdsO03qBgcW3xysC_ILXY,4833-WASHINGTONST,vince_4833-WASHINGTONST,,e262a528db055230844c93002cd454aa,1.63.1 ,😭 Very Unsatisfied,,,,,,,
2025-08-07,19:34:28,UTC,clarks,ZilzUnF_HOOYAE7GzwLhe,A726,clarks_A726,,da2641609bc4505892f19481fddf0363,1.66.1 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment`",,
2025-08-07,19:45:36,UTC,ctshirts,kqv-CcLzh5P7V0aiVrT9o,49,ctshirts_49,,a37d327cb6965fd499633774d522f08d,1.66.1 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.`",,Occasionally (2-3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching`",,
2025-08-07,20:21:06,UTC,windsor,J8U_NXksiLIsXGdAdjXxh,59,windsor_59,,3ec3865012fe58eea2838b1c7ab71e1c,1.66.1 ,🙂 Satisfied,,,,,,,
2025-08-07,20:22:24,UTC,untuckit,mKicwcFr7nn6ThvHvn2t9,62091ecc-0a7f-4f1e-8f9b-9b281536ce2b,untuckit_62091ecc-0a7f-4f1e-8f9b-9b281536ce2b,,04df512a445b5fa48104be7a114c16fb,1.66.1 ,🙂 Satisfied,,,,🙂 Good,`Ease of Navigation`,,We like NewStore and the way it continues to make it more tailored to our needs.
2025-08-07,20:26:16,UTC,allsaints,wspg1n6PB0dooQ_vMJ9Uf,US-512,allsaints_US-512,,c123c78481fe5f5598e05d854b0a4b7d,1.67.0 ,🙁 Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Consistently (daily),☹️ Poor,`Speed and Performance`,,
2025-08-07,20:28:39,UTC,ganni,Ww-XO5Oi5NNiQ5nvrWrUg,US-FL-AVEN,ganni_US-FL-AVEN,,46da6cc631665f2aa32888c174d73238,1.64.0 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Logging in`",,
2025-08-07,20:30:10,UTC,windsor,t_hv5FtPYDaI_vOJnYDtR,261,windsor_261,,41f5bea2950c57dea5a9487d34ce42d0,1.66.1 ,😍 Very satisfied,,,,😍 Excellent,`Customer Capture`,,No
2025-08-07,20:48:26,UTC,ctshirts,mO0UV1kt2_pt-A0ET8zzB,32,ctshirts_32,,d6329ddca9b0571f8a530d04cf648c38,1.66.1 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`It’s hard to find products.`",,Occasionally (2-3 times per week),🙂 Good,,,
2025-08-07,20:50:13,UTC,roots,MBvhSfWPv7mr-P9DNKJH8,249,roots_249,,aa76ecf655755a1c83e69d28a901b725,1.67.0 ,😐 Neutral,"`Too many steps to complete a task.` ,`Other (please specify)`",Pls fix the printer thing. It was good before for the shipping label now we have to hit print and then print again and then print the shipping label separately ,Consistently (daily),🙂 Good,`Others (please specify)`,Printing ,
2025-08-07,22:34:02,UTC,untuckit,EKO84iYIyEfWkyk3LZ7Km,f45c318f-0119-41d0-8ea9-3d5d76897f64,untuckit_f45c318f-0119-41d0-8ea9-3d5d76897f64,,8225188b55b641a09b2595b6f0b4ac9f,1.65.0 ,🙂 Satisfied,,,,🙂 Good,,,
2025-08-07,22:38:25,UTC,clarks,5zOc4bPld8Ofp4ggyzY5O,A823,clarks_A823,,63d3b42b319452eaaeb46b7750942ba1,1.52.0 ,😐 Neutral,`Other (please specify)`,,Consistently (daily),🙂 Good,,,
2025-08-07,23:07:37,UTC,rmwilliams,LRxsyDO-TTxj6vi4gdfyr,419,rmwilliams_419,,5090ef5fd96a595ca8a3d3664d63ee89,1.66.1 ,😐 Neutral,"`Photos and content load slowly.` ,`The login process interrupts my work`",,Occasionally (2-3 times per week),😐 OK,`Logging in`,,
2025-08-07,23:17:02,UTC,vbretail,E6x6XMCSlrtXTY70GbTBd,311034,vbretail_311034,,c0b180d4918e56ec92c3503caf965dcd,1.66.1 ,😭 Very Unsatisfied,,,,,,,
2025-08-07,23:30:34,UTC,lornajaneoms,6_YtnIXZFj8eMllHJMCig,60,lornajaneoms_60,,3eab69f3ecf9570e9d7e4a2c6e3da1c2,1.67.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Searching`",,
2025-08-07,23:53:39,UTC,allsaints,,,allsaints_,,,1.67.0 ,😐 Neutral,`It’s hard to find products.`,,Frequently (more than 3 times per week),😍 Excellent,`Ease of Navigation`,,
2025-08-08,0:09:25,UTC,williams,wg3Gq9ucv-mYv6ZGjZPLg,KHX,williams_KHX,,e770a3d774685130a87af5dc66582efc,1.61.0 ,😍 Very satisfied,,,,😍 Excellent,`Others (please specify)`,Nil,No
2025-08-08,0:42:09,UTC,lornajaneoms,,,lornajaneoms_,,,1.67.0 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,
2025-08-08,1:23:51,UTC,vbretail,uZHGZaf8HfLocYVVOwube,311033,vbretail_311033,,04efc588967d565c9a15ae057cce1fd2,1.66.1 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`Too many steps to complete a task.` ,`The app is slow to open after I log in.`",,Consistently (daily),😐 OK,"`Speed and Performance` ,`Logging in` ,`Customer Capture`",,.
2025-08-08,2:22:22,UTC,mnt,xVk7p9smhWDtdtqdyobIp,FBE,mnt_FBE,,a74f0338bb785b0c9e61e279f5f84609,1.61.0 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Scanning`",,
2025-08-08,2:49:58,UTC,williams,51NB9CiX8qeRlwvKJOuP4,KGC,williams_KGC,,53c3241a1e255387b8544b1386bf7f96,1.61.0 ,🙂 Satisfied,,,,☹️ Poor,"`Logging in` ,`Scanning` ,`Searching` ,`Ease of Navigation`",,Receipts are different to what staff see on sytem and confuses th customer.
2025-08-08,2:54:54,UTC,lornajaneoms,,,lornajaneoms_,,,1.67.0 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching`",,
2025-08-08,2:56:28,UTC,lornajaneoms,,,lornajaneoms_,,,1.67.0 ,🙂 Satisfied,,,,😍 Excellent,"`Scanning` ,`Searching`",,
2025-08-08,2:57:15,UTC,rapha,vccSMTigqWWjBF4HPCGaO,CC-TOK,rapha_CC-TOK,,2c80b2ed4cf15cb9bcf82e12d716db96,1.67.0 ,😐 Neutral,`Slow response to actions (like adding items to a cart)`,,Frequently (more than 3 times per week),😐 OK,,,
2025-08-08,3:13:39,UTC,lornajaneoms,,,lornajaneoms_,,,1.67.0 ,🙂 Satisfied,,,,,,,
2025-08-08,3:30:49,UTC,lornajaneoms,,,lornajaneoms_,,,1.67.0 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,
2025-08-08,4:37:48,UTC,fossilgroup,b-hw-FxY0cvo6rOvcjy-Q,3471,fossilgroup_3471,,e1394f249c64574bb509f74a9a5e6cc2,1.66.0 ,😐 Neutral,`Other (please specify)`,,Occasionally (2-3 times per week),,,,
2025-08-08,5:02:10,UTC,kurtgeiger,mTK7j6_d7V_lUThXX6Lez,304,kurtgeiger_304,,990f77f031c258fc92cb4caa2ab2d1ce,1.66.1 ,😭 Very Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`Other (please specify)`",,Frequently (more than 3 times per week),😭 Very poor,"`Speed and Performance` ,`Logging in`",,Keeps logging out every second not even minute
2025-08-08,5:30:47,UTC,williams,oJHEt3AQ08H800lCDbgQj,KDO,williams_KDO,,41949a52b34159e7baa6aae15d7a9279,1.61.0 ,🙁 Unsatisfied,,,,,,,
2025-08-08,6:08:35,UTC,lornajaneoms,Y40ZU--UeoFTLy8E_ICGU,360,lornajaneoms_360,,887a919d1e5e5688aed4683e486ab602,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,,,
2025-08-08,6:24:35,UTC,rapha,9QzZvEsgA_pgQ4yAOSOTi,PU-AU,rapha_PU-AU,,3970fd5df5cd51c781d6905d58ac39fe,1.67.0 ,🙂 Satisfied,,,,😍 Excellent,,,
2025-08-08,6:25:06,UTC,lornajaneoms,,,lornajaneoms_,,,1.67.0 ,😍 Very satisfied,,,,,,,
2025-08-08,7:27:00,UTC,lornajaneoms,,,lornajaneoms_,,,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,`Logging in`,,Having to login all the time 
2025-08-08,7:41:06,UTC,lornajaneoms,,,lornajaneoms_,,,1.67.0 ,🙂 Satisfied,,,,🙂 Good,`Customer Capture`,,
2025-08-08,8:07:49,UTC,clarks,4_vjeqHsl2Qo5pGM206AU,5457,clarks_5457,,4ce8b12846355ecdb31a8d8da5411276,1.66.1 ,🙁 Unsatisfied,,,,,,,
2025-08-08,8:12:34,UTC,kurtgeiger,WXnjG4DwtrQgMgH7epTBA,625,kurtgeiger_625,,28b61466164159d39ca13825acb3eb9b,1.66.1 ,🙁 Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.` ,`Other (please specify)`","Lots of glitches, can only take cash on iPhones and not iPads.as the tolls are never configured ",,,,,
2025-08-08,8:21:37,UTC,kurtgeiger,vND0129oC3yEwq3SxSLUH,189,kurtgeiger_189,,121f945d7c4b5869bffa0687de19692c,1.66.1 ,🙁 Unsatisfied,"`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Frequently (more than 3 times per week),☹️ Poor,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Payment`",,
2025-08-08,8:33:48,UTC,clarks,Jfqe5FCV-fZSk-KG5KVh3,1778,clarks_1778,,752fe8bf0577540b8055389c7d62930d,1.66.1 ,😭 Very Unsatisfied,,,,,,,
2025-08-08,8:37:55,UTC,whitestuff,03HSIdeVJg9zKuhls3YaW,121,whitestuff_121,,d857d31d9f2e5e85832d6293d21f1f28,1.67.0 ,🙁 Unsatisfied,,,,,,,
2025-08-08,8:54:23,UTC,rapha,nXwAfps-hX-RFDMrurHV_,CC-LDN,rapha_CC-LDN,,9196a24f79e15ea38217255b787ff463,1.67.0 ,😍 Very satisfied,,,,,,,
2025-08-08,8:58:51,UTC,footasylum,7A-HBR435M-L4RZ9-fR5F,S0081,footasylum_S0081,,db1d3e25d9e2512bb08c75aedd879826,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,
2025-08-08,9:00:37,UTC,clarks,wgr9f_I0uTvqCKSjnHErk,5038,clarks_5038,,bac360e1cadc520593a3c749fa047f74,1.54.0 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,
2025-08-08,9:01:28,UTC,allsaints,XZcc6OZmVJ8KqpMGASU9-,UK-75,allsaints_UK-75,,4c94be67433b512680bf06dbf62af47c,1.66.1 ,😐 Neutral,"`Photos and content load slowly.` ,`Too many steps to complete a task.` ,`The login process interrupts my work` ,`Other (please specify)`","When scanning in delivery, there is no ""confirm complete receive"" button after you press ""complete receive"". This means deliverys can sometimes be finalised by mistake. Same with complete replen tasks, once it gets pressed, it goes to the ""completed"" section, but cant be edited. ",Frequently (more than 3 times per week),😐 OK,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Ease of Navigation`",,
2025-08-08,9:09:08,UTC,clarks,qOtkeCYO7sR8XjX0eBeT3,2312,clarks_2312,,c72a004e84875e79b9db0d6fcc8eacbb,1.66.1 ,😭 Very Unsatisfied,,,,,,,
2025-08-08,9:25:53,UTC,kurtgeiger,er4w9TI9giz1_PO3I7HSy,594,kurtgeiger_594,,40638ff83aba59b98089ecf839b5d25e,1.66.1 ,😐 Neutral,,,,,,,
2025-08-08,9:27:46,UTC,footasylum,DMu6Y8Etf-2cgJeVnMKEq,S0023,footasylum_S0023,,01c34c41c9095fb1b4cd253e4f00c82d,1.67.0 ,😭 Very Unsatisfied,,,,,,,
2025-08-08,9:41:00,UTC,whitestuff,L0RLCXVI3YoeAR1oUgqHa,117,whitestuff_117,,8b149ac5d86355c88ff8064ff9af9364,1.67.0 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Searching`",,
2025-08-08,9:46:33,UTC,footasylum,pLF8ehvXOgqHPHX-oqPdN,S0015,footasylum_S0015,,9fc0a4aa6c1857f19b5d073118cb3f5f,1.67.0 ,😍 Very satisfied,,,,,,,
2025-08-08,9:51:38,UTC,whitestuff,cLMIR-O5lbyPMsAy5p-HE,8,whitestuff_8,,ff1aaa6311a05190b40e2a609236f618,1.67.0 ,🙂 Satisfied,,,,😐 OK,"`Logging in` ,`Customer Capture` ,`Payment`",,
2025-08-08,9:52:37,UTC,footasylum,FPfc8MLZNJh2-3JzQZ5sr,S0904,footasylum_S0904,,806f7029642f51f68a9130bc8cef1b4b,1.67.0 ,😐 Neutral,`Photos and content load slowly.`,,Frequently (more than 3 times per week),☹️ Poor,"`Speed and Performance` ,`Scanning` ,`Searching`",,
2025-08-08,10:07:41,UTC,clarks,0DiBR6p2r97gZf6whTHZG,3014,clarks_3014,,31f83355df2c5cbd8b3748cd8b03e940,1.66.1 ,🙂 Satisfied,,,,😐 OK,`Speed and Performance`,,
2025-08-08,10:17:39,UTC,footasylum,ZwD-6yEH-_tdaE4DG_xfp,S0089,footasylum_S0089,,3eef241277e05712871b350ddc6ce965,1.48.0 ,🙂 Satisfied,,,,😐 OK,"`Scanning` ,`Searching`",,
2025-08-08,10:33:27,UTC,allsaints,Fx_YsWZn8DJcLAz3ZJTQ2,UK-291,allsaints_UK-291,,2a116b0c22275b74800f0b92c1d94ac6,1.67.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Searching`",,"The process for picking a replen and having to select each size to see if its in stock, makes the process a lot more time consuming then it should be. The app also can lag/delays quite a lot but refreshing the app does fix this "
2025-08-08,10:35:42,UTC,clarks,BRWJtND_Usi5Dq45ZMPMk,3805,clarks_3805,,69204611172a59abbbe38cf5a94f8926,1.66.1 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Scanning`",,Add a fitting button as an option to the shoes to prove if a customer has had them fitted or not
2025-08-08,10:39:30,UTC,clarks,tZxc6RWpWgePq3TXarsDM,3040,clarks_3040,,c1c20dca05b75edfb73e90900f82ab66,1.66.1 ,😐 Neutral,,,,,,,
2025-08-08,10:43:37,UTC,footasylum,fPho1QDT3JJomn-dH7pVx,S0022,footasylum_S0022,,c745c2fb9ecb58ea8684cc67b26cd88f,1.67.0 ,😭 Very Unsatisfied,,,,,,,
2025-08-08,10:56:36,UTC,clarks,t7zxFCavwK2qYrKYAkl8p,3831,clarks_3831,,391fcbd7011a501bad1c8f0f0712c78b,1.66.1 ,🙂 Satisfied,,,,🙂 Good,`Speed and Performance`,,
2025-08-08,11:18:06,UTC,ctshirts,g5tCOa3gctJkvakQ2C9V0,24,ctshirts_24,,13db1402e63b55aaa7c19643bee07d93,1.66.1 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,
2025-08-08,11:25:29,UTC,allsaints,w7u7y0cM2NS315dqZGQCD,UK-500,allsaints_UK-500,,c299dad026ee5538975e78812b7cc51d,1.67.0 ,😭 Very Unsatisfied,,,,,,,
2025-08-08,12:16:11,UTC,allsaints,hIKwkTG6o52xgzNGJAaUD,UK-75,allsaints_UK-75,,e1b7765e4015572585f95d748e1913fc,1.66.1 ,😐 Neutral,"`Photos and content load slowly.` ,`The login process interrupts my work`",,Frequently (more than 3 times per week),😐 OK,"`Logging in` ,`Ease of Navigation`",,
2025-08-08,12:19:04,UTC,footasylum,SNJguuu39wrACeB0WeBHK,S0091,footasylum_S0091,,04bcf26821f0557796fefe6a3d90c02d,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,,,
2025-08-08,12:31:39,UTC,clarks,TUq0cB5Wmh4IwlQJ8-fE3,5112,clarks_5112,,4f271d3563a1592cbc4b744d18bb44a1,1.66.1 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`It’s hard to find products.` ,`The login process interrupts my work`",,Consistently (daily),☹️ Poor,"`Logging in` ,`Customer Capture`",,
2025-08-08,12:32:55,UTC,footasylum,W0ugdVprflA-7F4Gz2E_b,S0056,footasylum_S0056,,e5e2d4b3470e5ef7b9dc3d0cf4162c74,1.67.0 ,😭 Very Unsatisfied,,,,,,,
2025-08-08,12:36:18,UTC,brooksbrothers,9yFgNengoDKuIbuoEqNf1,BBITST0027,brooksbrothers_BBITST0027,,a06eb22310b25b8b8ca0d1911ffc7dfa,1.65.0 ,😍 Very satisfied,,,,😍 Excellent,`Logging in`,,
2025-08-08,12:46:24,UTC,footasylum,-WM4lbwbLquGtoFCnMrHl,S0067,footasylum_S0067,,4d410f16ea9b53d49d5a8aacfafd6803,1.67.0 ,😐 Neutral,`It’s hard to find products.`,,Frequently (more than 3 times per week),😐 OK,`Searching`,,Let us open recently scanned items to be able to avoid repeatedly scanning if you accidentally close the item before adding it to the runner. Let us open the item’s page from the runner menu to quickly search other sizes available.
2025-08-08,12:49:45,UTC,clarks,_hZwVeKM2nb67IKpANodz,25,clarks_25,,ad747a5a3f815ffeb27715e5cdf59d31,1.66.1 ,😭 Very Unsatisfied,`The app is slow to open after I log in.`,,Consistently (daily),😭 Very poor,"`Speed and Performance` ,`Scanning` ,`Searching`",,
2025-08-08,13:20:44,UTC,clarks,oXp92t2kJ_hH769Gcrpws,36,clarks_36,,72b5f0c68f725cd2a8126a8da029723f,1.66.1 ,😍 Very satisfied,,,,🙂 Good,,,
2025-08-08,13:22:52,UTC,wolford,dmQ7rtcbwIYyVi8z_Bu5l,104626,wolford_104626,,63e53b3f1fa65095b116679fd19124b7,1.67.0 ,🙂 Satisfied,,,,😐 OK,,,
2025-08-08,13:44:46,UTC,clarks,dXSvdsBMbz8q9CfLbe5C8,3155,clarks_3155,,22ec047531c15c1b8ab23576e8be27e2,1.66.1 ,😍 Very satisfied,,,,,,,
2025-08-08,13:46:15,UTC,footasylum,0cFLz3SIQOZxZ9s-Bl_gV,S0083,footasylum_S0083,,322bc92864ad50d1bc00040e2c797268,1.67.0 ,🙂 Satisfied,,,,🙂 Good,"`Scanning` ,`Payment`",,
2025-08-08,13:49:22,UTC,ganni,vXZ9ivJSRIzR0738CXwq4,FLOR,ganni_FLOR,,ee085264929d57d692f399daee90a6d9,1.64.0 ,😍 Very satisfied,,,,😍 Excellent,,,
2025-08-08,14:06:02,UTC,whitestuff,21Wc7tLaETDAVbPjAouOW,209,whitestuff_209,,bee8918b0cfd5201acc6b6c81d4af0a3,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,,,
2025-08-08,14:08:32,UTC,allsaints,8dlAq7hFnsDexK7UWOGz1,UK-292,allsaints_UK-292,,3876d17956b25432a62f0c79fdf141ee,1.67.0 ,🙁 Unsatisfied,,,,,,,
2025-08-08,14:40:51,UTC,roots,4549UAz3UmQIoYJJdZPjd,153,roots_153,,21812b342c7450f79cc8ceab39664ce0,1.67.0 ,🙁 Unsatisfied,`The login process interrupts my work`,,Frequently (more than 3 times per week),🙂 Good,`Logging in`,,
2025-08-08,14:42:25,UTC,footasylum,0XnsOnc4w8zuJhTh4K_F3,S0074,footasylum_S0074,,5e115ab8ced3565f89c1aee61d5a1594,1.67.0 ,😐 Neutral,,,,,,,
2025-08-08,14:45:21,UTC,allsaints,pb7SYJ679jBD1axSkN4Ad,UK-47,allsaints_UK-47,,2896c5ac820c54ab9c1288daceaa36de,1.59.1 ,🙂 Satisfied,,,,😐 OK,,,
2025-08-08,15:10:09,UTC,allsaints,_6a0BdGDEy1REu1_bqknA,UK-324,allsaints_UK-324,,18337c64d0d153e4aee817e9892994b6,1.66.1 ,🙁 Unsatisfied,"`The login process interrupts my work` ,`The app is slow to open after I log in.` ,`Other (please specify)`",Often freezes so i have to close and reopen,Occasionally (2-3 times per week),,,,
2025-08-08,15:11:13,UTC,clarks,CZTB2hr-y76H5T_pWhb0b,3155,clarks_3155,,338fb0e95aea52a0b303b0eb3fd3a8be,1.66.1 ,😐 Neutral,,,,,,,
2025-08-08,15:19:26,UTC,clarks,aY6HsKM3A4S5nzUFYGaen,5585,clarks_5585,,b8bfab8a4b0f5c838ddeb04f87308c30,1.66.1 ,😐 Neutral,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😐 OK,"`Speed and Performance` ,`Searching` ,`Payment`",,
2025-08-08,15:20:06,UTC,clarks,aY6HsKM3A4S5nzUFYGaen,5585,clarks_5585,,b8bfab8a4b0f5c838ddeb04f87308c30,1.66.1 ,🙁 Unsatisfied,"`Photos and content load slowly.` ,`Slow response to actions (like adding items to a cart)` ,`The login process interrupts my work` ,`The app is slow to open after I log in.`",,Consistently (daily),😐 OK,"`Speed and Performance` ,`Searching` ,`Payment`",,
2025-08-08,15:48:54,UTC,clarks,VBd123_XUm4JP-_5ld7H0,2103,clarks_2103,,202f3954f059516e9d86e6c0d0334a92,1.66.1 ,🙂 Satisfied,,,,,,,
2025-08-08,15:52:22,UTC,vbretail,XA1lf8TDZmsIlqzq4j2TG,311043,vbretail_311043,,c0e330123f2850f19aeff667eba36e61,1.67.0 ,😍 Very satisfied,,,,😐 OK,`Speed and Performance`,,
2025-08-08,15:59:51,UTC,birkenstock,g6eoNhL1UK6EY9WZMoA9x,319011,birkenstock_319011,,4c46b44d0c815996bad69bb527a4faf3,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Logging in` ,`Scanning`",,
2025-08-08,16:01:39,UTC,clarks,11kPH4pOZV66IGJy3BdB6,A862,clarks_A862,,37eb00087a455cd1b241ceebbe192c3a,1.66.1 ,🙂 Satisfied,,,,🙂 Good,`Logging in`,,
2025-08-08,16:02:57,UTC,sweatybetty,1WUVsmALzcdMGzBvoHRcE,144,sweatybetty_144,,c4b1a5ca6efd5aea8fd1af7931f9141e,1.67.0 ,😍 Very satisfied,,,,🙂 Good,"`Speed and Performance` ,`Logging in`",,
2025-08-08,16:06:41,UTC,vbretail,BK9KsGUcx9_clDUOKFOXf,311032,vbretail_311032,,19c8688f10915b54bf3024f45c810695,1.66.1 ,😭 Very Unsatisfied,,,,,,,
2025-08-08,16:07:06,UTC,untuckit,pfay4kAU4OL7lTCvWbbG9,6a719cd6-4cc0-4da5-9293-8edcebac38a0,untuckit_6a719cd6-4cc0-4da5-9293-8edcebac38a0,,78fc625a74dc5fa69fd7e5a46f382dee,1.67.0 ,😐 Neutral,"`The login process interrupts my work` ,`Other (please specify)`","Often stalls,keeps info from previous actions which cause confusion,going to catalog always takes you to the top of the page,it take a long scroll to reach the shopping bag.",Consistently (daily),😐 OK,"`Logging in` ,`Customer Capture`",,
2025-08-08,16:11:28,UTC,clarks,9Ib7-0mGN1-H1T8JaEJ1i,A803,clarks_A803,,94d4ef6d32415254aac124711084c744,1.66.1 ,😐 Neutral,,,,,,,
2025-08-08,16:40:44,UTC,deseret,odpQxjtZiN0eczPoJUtr6,61950,deseret_61950,,2bf652e0e58f5182a959f0f9446079f2,1.66.1 ,🙂 Satisfied,,,,🙂 Good,"`Customer Capture` ,`Ease of Navigation`",,
2025-08-08,16:40:47,UTC,untuckit,KLggy6gkp2FCHgo636gUO,8fa48cb3-f615-4976-b036-bcbd8a0dfa15,untuckit_8fa48cb3-f615-4976-b036-bcbd8a0dfa15,,cbd64e29b15a43bba2d8827a33b873cb,1.67.0 ,🙂 Satisfied,,,,🙂 Good,,,
2025-08-08,16:44:52,UTC,footasylum,paGpVkAVVn_0azkik4EZn,S0083,footasylum_S0083,,015b478b649c5f6281fe495675cfb5c7,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,`Scanning`,,
2025-08-08,16:48:23,UTC,untuckit,EQBUldMa5JUkhv09Bx68-,26b2630a-1c91-4e8d-9350-3aa4b4237b7f,untuckit_26b2630a-1c91-4e8d-9350-3aa4b4237b7f,,74578dfdf7845100b574aa63d3a0eb7b,1.67.0 ,😐 Neutral,"`Slow response to actions (like adding items to a cart)` ,`The app is slow to open after I log in.`",,Consistently (daily),😭 Very poor,"`Speed and Performance` ,`Others (please specify)`",App constantly hangs when sending remote cart. Doesn’t generate link immediately. Required multiple “clicks” on remote cart button and at times even closing app to generate link immediately.,
2025-08-08,16:59:33,UTC,allsaints,a3U9CCAISmqY-NI5H1JM3,US-594,allsaints_US-594,,e9d2d9d0182f55e583df9c2e57c5fb5c,1.66.1 ,🙂 Satisfied,,,,🙂 Good,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Payment` ,`Taxes`",,
2025-08-08,17:03:04,UTC,untuckit,DhiEKTtNn0Tg6G0UYiPt0,0e71c1a7-45b7-42cd-bd03-096f291475c0,untuckit_0e71c1a7-45b7-42cd-bd03-096f291475c0,,55428538de8e5c48886d7c8abce9ef4d,1.67.0 ,🙂 Satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Searching`",,
2025-08-08,17:09:16,UTC,vbretail,aY2kF4Fpsi0vujcsUAvSS,311043,vbretail_311043,,b3ddc4656f1d54c89a48fbac95b9b630,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,`Speed and Performance`,,
2025-08-08,17:09:45,UTC,sweatybetty,0ppbJbY_n-06-8jYNS53O,136,sweatybetty_136,,b99292b7618d5d619ab2a65ea25386a9,1.67.0 ,😍 Very satisfied,,,,,,,
2025-08-08,17:10:00,UTC,clarks,Tj7OX1Cp32TT2pPDRBTyw,5589,clarks_5589,,6d88fbe472945d709a6fd1c52f10677d,1.66.1 ,😭 Very Unsatisfied,`Other (please specify)`,The app is very disappointing. The old one was much better and easier and faster and more customer friendly. We need to do better.,Frequently (more than 3 times per week),😭 Very poor,,,
2025-08-08,17:16:30,UTC,roots,o0cbziGxlkFgqkjvjPXKu,475,roots_475,,cef9ddd420345bc2ba3bcd05d4dde628,1.67.0 ,😍 Very satisfied,,,,🙂 Good,`Speed and Performance`,,
2025-08-08,17:17:23,UTC,footasylum,IJd48JsH5zqbsNCJNRlWQ,S0064,footasylum_S0064,,1ab52f9624005fc7a76859db548e27d5,1.67.0 ,😍 Very satisfied,,,,😍 Excellent,"`Speed and Performance` ,`Logging in` ,`Scanning` ,`Searching` ,`Customer Capture` ,`Ease of Navigation` ,`Payment` ,`Taxes` ,`Others (please specify)`",,
2025-08-08,17:32:17,UTC,untuckit,Dh6RdTrXIuLqlsEI5Bm87,e23ff746-2aae-44f4-a969-67e2e45259e9,untuckit_e23ff746-2aae-44f4-a969-67e2e45259e9,,23900bc745065d0c82d8032b6c6d72db,1.67.0 ,🙂 Satisfied,,,,😐 OK,"`Speed and Performance` ,`Searching` ,`Ease of Navigation`",,None at this time.
