Date,Time,Timezone,Page,Retailer,User Agent,Q1: How would rate your satisfaction with the Omnichannel Manager (NOM) at newstore.com?,Q2: Why are you unsatisfied?,Q3: What should we prioritize improving in NOM?,Q3. Other (Please specify) explain,Q4: Select your job title,Q4. Other (Please specify) explain,Q5: What are the tasks you use NOM for?,Q5. Other (Please specify) explain,Q6: Anything else to add?
2025-10-11,14:26:09,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-12,1:07:09,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-12,1:32:06,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-12,1:57:47,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-12,14:51:13,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-12,18:33:18,UTC,https://manager.fossilgroup.p.newstore.net/insights/reports/42301b13-c030-4723-b193-22fe92ef51ce,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-13,9:15:30,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-14,0:48:20,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-14,13:50:39,UTC,https://manager.fossilgroup.p.newstore.net/,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Extremely Disappointed,,,,,,,,
2025-10-15,1:10:00,UTC,https://manager.fossilgroup.p.newstore.net/sales/orders,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-15,3:11:45,UTC,https://manager.fossilgroup.p.newstore.net/,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Extremely Disappointed,,,,,,,,
2025-10-15,21:53:07,UTC,https://manager.fossilgroup.p.newstore.net/,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-16,0:21:37,UTC,https://manager.fossilgroup.p.newstore.net/insights/reports,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-17,19:36:54,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,,,,,,,
2025-10-17,23:54:36,UTC,https://manager.fossilgroup.p.newstore.net/insights/reports/42301b13-c030-4723-b193-22fe92ef51ce,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Disappointed,,,,,,,,
2025-10-19,13:35:41,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-20,9:34:43,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-20,20:54:46,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,,,,,,,
2025-10-20,23:17:25,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,,,,,,,
2025-10-21,0:01:04,UTC,https://manager.fossilgroup.p.newstore.net/login,fossilgroup,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Extremely Disappointed,,,,,,,,
2025-10-12,19:45:02,UTC,https://manager.fossilgroup-staging.p.newstore.net/login,fossilgroup-staging,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Extremely Happy,,`Make it more user friendly`,,Store Manager or Assistant Store Manager,,`Using Insights and reports`,,
2025-10-10,15:13:38,UTC,https://manager.frame.p.newstore.net/login/callback?state=frame.p&session_state=c6ae4838-fba6-410b-a319-aefce2(...)9635949c-be09-40e5-ae5e-6e27a675f424.c6ae4838-fba6-410b-a319-aefce293df41.e98097d7-2eda-4d63-a13f-ca0f391b0df5,frame,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Extremely Happy,,`Make it easier to import and export data`,,Customer Service Representative,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing coupons and promotions`",,
2025-10-16,14:27:39,UTC,https://manager.frame.p.newstore.net/dashboard,frame,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,,,,Engineering/IT Professional,,,,
2025-10-10,10:02:52,UTC,https://manager.frame.p.newstore.net/insights/reports/6cd48fc0-2631-4354-bdef-e1ed27c58f50,frame,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-18,0:31:15,UTC,https://manager.frame.p.newstore.net/login/perform?issuer=https://id.p.newstore.net/auth/realms/frame&alias=ext-idp8-3866-483d-a84b-05d2ec6817a8&tenant=frame&stage=p&redirectto=https%3a%2f%2fmanager.frame.p.newstore.net%2flogin,frame,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,,,,,,,,
2025-10-18,19:25:49,UTC,https://manager.frame.p.newstore.net/dashboard,frame,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,,,,,,,
2025-10-10,19:09:10,UTC,https://manager.funko.p.newstore.net/,funko,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,`Make it more user friendly`,,Engineering/IT Professional,,`Managing coupons and promotions`,,
2025-10-14,19:50:03,UTC,https://manager.funko.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,funko,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,"`Improve the speed and performance` ,`Make it easier to import and export data`",,Retail Operations (Manager),,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing coupons and promotions`",,
2025-10-12,0:36:53,UTC,https://manager.funko.p.newstore.net/insights/reports/0cd409c1-647f-4392-a4aa-942407f2811c,funko,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,"`Improve the speed and performance` ,`Focus on shipping new features`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Managing products and inventory` ,`Managing coupons and promotions`",,
2025-10-16,6:43:30,UTC,https://manager.funko.p.newstore.net/catalog/stocks,funko,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,`NOM lacks features or functionality I need.`,,,,,,,
2025-10-13,17:38:31,UTC,https://manager.funko-staging.p.newstore.net/customers/3bf4080a-0b25-41c8-ae85-64a90f1c1249,funko-staging,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,`Make it easier to import and export data`,,Engineering/IT Professional,,`Looking up orders and order statuses`,,
2025-10-16,7:49:13,UTC,https://manager.ganni.p.newstore.net/sales/orders,ganni,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Customer Service Representative,,"`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing order fulfillment`",,
2025-10-10,14:24:41,UTC,https://manager.ganni.p.newstore.net/,ganni,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Extremely Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Store Associate,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing coupons and promotions` ,`Managing order fulfillment`",,
2025-10-13,13:11:14,UTC,https://manager.ganni.p.newstore.net/login/callback?state=ganni.p&session_state=5d3f6daf-7783-4008-9399-ed16a4(...)3bf77fd6-6a9c-439a-ad9a-65f4ed70becd.5d3f6daf-7783-4008-9399-ed16a45968b6.5d4423fe-d90b-436d-9c4b-35b76d20d4b5,ganni,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Disappointed,"`NOM is slow, laggy or unreliable.`",`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory`",,
2025-10-10,15:10:43,UTC,https://manager.ganni.p.newstore.net/catalog/storefront-catalog-en/locales/en-us/products/j185756461,ganni,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-10,16:48:37,UTC,https://manager.ganni.p.newstore.net/sales/orders/3e955b5a-1d78-409b-b820-3d671bbcab01,ganni,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-10,17:18:44,UTC,https://manager.ganni.p.newstore.net/sales/orders/631786a4-adbf-4af8-a9df-b3d36704322d,ganni,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",Extremely Happy,,,,,,,,
2025-10-10,18:26:56,UTC,https://manager.ganni.p.newstore.net/sales/orders/280bef00-be53-4cf7-bd22-e05b7f8f3781,ganni,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,,,,,,,
2025-10-14,6:55:14,UTC,https://manager.ganni.p.newstore.net/sales/orders?page=0&pagesize=10&q=gan102050838&sortby=placedat&dir=desc,ganni,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-20,17:53:25,UTC,https://manager.ganni.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,ganni,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Disappointed,,,,,,,,
2025-10-10,13:48:22,UTC,https://manager.jamesavery.p.newstore.net/sales/orders,jamesavery,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Extremely Happy,,,,,,,,
2025-10-15,18:00:10,UTC,https://manager.jamesavery-sandbox.p.newstore.net/catalog/stocks?page=0&pagesize=10&sortby=presentatp&dir=asc&filters%5bpresentatp%5d%5bmin%5d=0&filters%5bpresentatp%5d%5bmax%5d=0&filters%5bfulfillmentnodeid%5d%5b%5d=dc1,jamesavery-sandbox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 AVG/139.0.0.0",Extremely Happy,,,,,,,,
2025-10-10,13:58:22,UTC,https://manager.jamesavery-staging.p.newstore.net/sales/orders/e7012225-f206-5f35-8677-256e3e8d1862,jamesavery-staging,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",Happy,,,,,,,,
2025-10-16,14:49:27,UTC,https://manager.jamesavery-staging.p.newstore.net/sales/orders/5274a032-58b6-5d9e-9544-6a93531155d6,jamesavery-staging,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36 AVG/139.0.0.0",Extremely Happy,,,,,,,,
2025-10-14,8:25:48,UTC,https://manager.jewells.p.newstore.net/insights/reports,jewells,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,"`NOM is slow, laggy or unreliable.`",,,,,,,
2025-10-14,10:07:53,UTC,https://manager.jins-sandbox.p.newstore.net/insights/reports/363739db-6e81-437b-9298-72e219a700e5,jins-sandbox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Disappointed,`NOM lacks features or functionality I need.`,`Make it easier to import and export data`,,Engineering/IT Professional,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Managing products and inventory` ,`Managing coupons and promotions`",,
2025-10-11,11:25:23,UTC,https://manager.kurtgeiger.p.newstore.net/login,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,Other (Please specify),,,,
2025-10-15,10:19:09,UTC,https://manager.kurtgeiger.p.newstore.net/login/callback?state=kurtgeiger.p&session_state=936e105b-7f73-440a-8(...)aee15143-9849-45ea-bb37-45b14ccd904d.936e105b-7f73-440a-8fdc-48c37f6911ab.b18eddcb-9daf-4de0-bfb4-a04640930248,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Happy,,,,Store Manager or Assistant Store Manager,,,,
2025-10-13,12:39:15,UTC,https://manager.kurtgeiger.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,"`NOM is difficult to use.` ,`NOM is slow, laggy or unreliable.` ,`NOM lacks features or functionality I need.` ,`NOM is confusing to navigate.`","`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data`",,Supervisor,,"`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing products and inventory` ,`Managing order fulfillment`",,
2025-10-16,16:43:31,UTC,https://manager.kurtgeiger.p.newstore.net/,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Supervisor,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Managing products and inventory` ,`Managing order fulfillment`",,
2025-10-17,14:39:47,UTC,https://manager.kurtgeiger.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,"`NOM is difficult to use.` ,`NOM is slow, laggy or unreliable.` ,`NOM lacks features or functionality I need.` ,`NOM is confusing to navigate.`","`Improve the speed and performance` ,`Make it easier to import and export data`",,Supervisor,,,,
2025-10-10,8:32:01,UTC,https://manager.kurtgeiger.p.newstore.net/login,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-10,10:15:44,UTC,https://manager.kurtgeiger.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Happy,,,,,,,,
2025-10-12,15:04:48,UTC,"https://manager.kurtgeiger.p.newstore.net/customers?filters=[]&globalfilter=&pageindex=0&pagesize=20&sortby=[{%22id%22:%22created_at%22,%22desc%22:true}]",kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,,,,,,,
2025-10-13,14:06:11,UTC,https://manager.kurtgeiger.p.newstore.net/catalog/stocks,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Neither Happy Nor Disappointed,,,,,,,,
2025-10-13,17:49:29,UTC,https://manager.kurtgeiger.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,,,,,,,
2025-10-15,13:04:54,UTC,https://manager.kurtgeiger.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&a%e2%80%a6,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",Extremely Disappointed,,,,,,,,
2025-10-20,9:07:26,UTC,https://manager.kurtgeiger.p.newstore.net/sales/orders,kurtgeiger,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,,,,,
2025-10-11,18:19:02,UTC,https://manager.lego.p.newstore.net/settings/users-and-roles/users,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,`Improve the speed and performance`,,Customer Service Representative,,`Looking up customer information`,,na
2025-10-13,13:08:39,UTC,https://manager.lego.p.newstore.net/,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,`NOM lacks features or functionality I need.`,`Make it easier to import and export data`,,Other (Please specify),;,`Using Insights and reports`,,
2025-10-10,11:16:43,UTC,https://manager.lego.p.newstore.net/dashboard/sales-overview,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Disappointed,"`NOM is slow, laggy or unreliable.` ,`NOM lacks features or functionality I need.`","`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data` ,`Focus on shipping new features`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information`",,
2025-10-10,16:27:18,UTC,https://manager.lego.p.newstore.net/,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Managing products and inventory` ,`Managing coupons and promotions`",,The app freezes frequently when scanning product for sale or entering in our ID's
2025-10-11,13:58:32,UTC,https://manager.lego.p.newstore.net/,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance` ,`Make it easier to import and export data` ,`Other (Please specify)`",it would be great if the payment method would be included to every order into the export files.,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses`",,
2025-10-12,1:19:24,UTC,https://manager.lego.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,"`Make it more user friendly` ,`Improve the speed and performance`",,Store Manager or Assistant Store Manager,,`Looking up orders and order statuses`,,
2025-10-13,5:30:17,UTC,https://manager.lego.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,`Make it easier to import and export data`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Managing products and inventory`",,
2025-10-13,11:59:49,UTC,https://manager.lego.p.newstore.net/,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,,,Store Manager or Assistant Store Manager,,,,
2025-10-13,19:07:17,UTC,https://manager.lego.p.newstore.net/,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,"`Make it more user friendly` ,`Improve the speed and performance`",,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses`",,
2025-10-14,17:50:07,UTC,https://manager.lego.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,"`Using Insights and reports` ,`Looking up orders and order statuses` ,`Looking up customer information` ,`Managing coupons and promotions`",,
2025-10-17,20:49:11,UTC,https://manager.lego.p.newstore.net/sales/orders?page=0&pagesize=10&sortby=placedat&dir=desc,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Improve the speed and performance`,,Store Manager or Assistant Store Manager,,,,
2025-10-10,14:05:17,UTC,https://manager.lego.p.newstore.net/,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Happy,,"`Make it more user friendly` ,`Other (Please specify)`",Being able to add users without having to call our IT dept.,Supervisor,,"`Using Insights and reports` ,`Looking up orders and order statuses`",,We would love to see current inventory numbers!
2025-10-11,1:08:49,UTC,https://manager.lego.p.newstore.net/dashboard/sales-overview,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Happy,,`Improve the speed and performance`,,Supervisor,,,,
2025-10-11,1:10:09,UTC,https://manager.lego.p.newstore.net/,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Extremely Disappointed,`Other (Please describe)`,`Other (Please specify)`,Dont ask for a survey while we are closing,Supervisor,,"`Using Insights and reports` ,`Other (Please specify)`",,
2025-10-12,3:04:16,UTC,https://manager.lego.p.newstore.net/store-operations/cash-management?filter=%7b%22store.name%22%3a%5b%22724+lego%2c+stoneridge%2c+ca%22%5d%7d&offset=0&count=20&sort=%5b%7b%22id%22%3a%22opened_at%22%2c%22desc%22%3atrue%7d%5d,lego,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36 Edg/141.0.0.0",Neither Happy Nor Disappointed,,`Make it more user friendly`,,Supervisor,,`Using Insights and reports`,,
